,COMMUNE,DCLT,TRANS,AGEREVQ,IPONDI,ILTUU
1803,Ambérieu-en-Bugey (01004),Arandon-Passins (38297),"Voiture, camion, fourgonnette",30 à 34 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1804,Ambérieu-en-Bugey (01004),Arandon-Passins (38297),"Voiture, camion, fourgonnette",35 à 39 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1805,Ambérieu-en-Bugey (01004),Porcieu-Amblagnieu (38320),"Voiture, camion, fourgonnette",55 à 59 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1806,Ambérieu-en-Bugey (01004),Porcieu-Amblagnieu (38320),"Voiture, camion, fourgonnette",30 à 34 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1807,Ambérieu-en-Bugey (01004),Porcieu-Amblagnieu (38320),"Voiture, camion, fourgonnette",45 à 49 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1809,Ambérieu-en-Bugey (01004),Saint-Chef (38374),"Voiture, camion, fourgonnette",40 à 44 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1810,Ambérieu-en-Bugey (01004),Saint-Quentin-Fallavier (38449),"Voiture, camion, fourgonnette",40 à 44 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1811,Ambérieu-en-Bugey (01004),Saint-Quentin-Fallavier (38449),"Voiture, camion, fourgonnette",40 à 44 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1812,Ambérieu-en-Bugey (01004),Saint-Quentin-Fallavier (38449),"Voiture, camion, fourgonnette",50 à 54 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1813,Ambérieu-en-Bugey (01004),Saint-Quentin-Fallavier (38449),"Voiture, camion, fourgonnette",45 à 49 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1814,Ambérieu-en-Bugey (01004),Villemoirieu (38554),"Voiture, camion, fourgonnette",30 à 34 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1815,Ambérieu-en-Bugey (01004),Villette-d'Anthon (38557),"Voiture, camion, fourgonnette",30 à 34 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1816,Ambérieu-en-Bugey (01004),Villette-d'Anthon (38557),"Voiture, camion, fourgonnette",25 à 29 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1818,Ambérieu-en-Bugey (01004),Saint-Étienne (42218),"Voiture, camion, fourgonnette",45 à 49 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1819,Ambérieu-en-Bugey (01004),Dives (60198),"Voiture, camion, fourgonnette",45 à 49 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1820,Ambérieu-en-Bugey (01004),Clermont-Ferrand (63113),Pas de transport,25 à 29 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1821,Ambérieu-en-Bugey (01004),Erstein (67130),Pas de transport,50 à 54 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1822,Ambérieu-en-Bugey (01004),Erstein (67130),"Voiture, camion, fourgonnette",45 à 49 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1824,Ambérieu-en-Bugey (01004),Colmar (68066),"Voiture, camion, fourgonnette",20 à 24 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1825,Ambérieu-en-Bugey (01004),Leymen (68182),"Voiture, camion, fourgonnette",55 à 59 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1826,Ambérieu-en-Bugey (01004),Ampuis (69007),"Voiture, camion, fourgonnette",55 à 59 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1827,Ambérieu-en-Bugey (01004),Ampuis (69007),"Voiture, camion, fourgonnette",30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1829,Ambérieu-en-Bugey (01004),Anse (69009),"Voiture, camion, fourgonnette",30 à 34 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1830,Ambérieu-en-Bugey (01004),Brignais (69027),"Voiture, camion, fourgonnette",30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1831,Ambérieu-en-Bugey (01004),Bron (69029),"Voiture, camion, fourgonnette",35 à 39 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1832,Ambérieu-en-Bugey (01004),Bron (69029),Transports en commun,50 à 54 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1833,Ambérieu-en-Bugey (01004),Bron (69029),"Voiture, camion, fourgonnette",55 à 59 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1834,Ambérieu-en-Bugey (01004),Bron (69029),"Voiture, camion, fourgonnette",30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1835,Ambérieu-en-Bugey (01004),Bron (69029),Transports en commun,25 à 29 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1837,Ambérieu-en-Bugey (01004),Bron (69029),"Voiture, camion, fourgonnette",45 à 49 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1838,Ambérieu-en-Bugey (01004),Bron (69029),"Voiture, camion, fourgonnette",30 à 34 ans,3.49,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1839,Ambérieu-en-Bugey (01004),Cailloux-sur-Fontaines (69033),"Voiture, camion, fourgonnette",20 à 24 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1840,Ambérieu-en-Bugey (01004),Caluire-et-Cuire (69034),Transports en commun,25 à 29 ans,3.49,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1841,Ambérieu-en-Bugey (01004),Caluire-et-Cuire (69034),"Voiture, camion, fourgonnette",35 à 39 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1842,Ambérieu-en-Bugey (01004),Caluire-et-Cuire (69034),"Voiture, camion, fourgonnette",15 à 19 ans,3.52,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1843,Ambérieu-en-Bugey (01004),Caluire-et-Cuire (69034),Transports en commun,25 à 29 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1844,Ambérieu-en-Bugey (01004),Dardilly (69072),"Voiture, camion, fourgonnette",20 à 24 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1845,Ambérieu-en-Bugey (01004),Givors (69091),Transports en commun,15 à 19 ans,5.0,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1846,Ambérieu-en-Bugey (01004),Limas (69115),Transports en commun,20 à 24 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1847,Ambérieu-en-Bugey (01004),Limonest (69116),"Voiture, camion, fourgonnette",50 à 54 ans,3.52,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1848,Ambérieu-en-Bugey (01004),Limonest (69116),"Voiture, camion, fourgonnette",40 à 44 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1849,Ambérieu-en-Bugey (01004),Lozanne (69121),"Voiture, camion, fourgonnette",35 à 39 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1850,Ambérieu-en-Bugey (01004),Marcy-l'Étoile (69127),"Voiture, camion, fourgonnette",20 à 24 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1851,Ambérieu-en-Bugey (01004),Neuville-sur-Saône (69143),"Voiture, camion, fourgonnette",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1852,Ambérieu-en-Bugey (01004),Oullins (69149),Transports en commun,55 à 59 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1853,Ambérieu-en-Bugey (01004),Oullins (69149),Transports en commun,35 à 39 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1854,Ambérieu-en-Bugey (01004),Oullins (69149),"Voiture, camion, fourgonnette",45 à 49 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1855,Ambérieu-en-Bugey (01004),Poleymieux-au-Mont-d'Or (69153),"Voiture, camion, fourgonnette",35 à 39 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1856,Ambérieu-en-Bugey (01004),Poleymieux-au-Mont-d'Or (69153),"Voiture, camion, fourgonnette",35 à 39 ans,5.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1857,Ambérieu-en-Bugey (01004),Poleymieux-au-Mont-d'Or (69153),"Voiture, camion, fourgonnette",55 à 59 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1860,Ambérieu-en-Bugey (01004),Poleymieux-au-Mont-d'Or (69153),"Voiture, camion, fourgonnette",45 à 49 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1861,Ambérieu-en-Bugey (01004),Saint-Cyr-au-Mont-d'Or (69191),"Voiture, camion, fourgonnette",55 à 59 ans,3.49,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1862,Ambérieu-en-Bugey (01004),Saint-Didier-au-Mont-d'Or (69194),"Voiture, camion, fourgonnette",25 à 29 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1863,Ambérieu-en-Bugey (01004),Sainte-Foy-lès-Lyon (69202),Transports en commun,50 à 54 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1864,Ambérieu-en-Bugey (01004),Saint-Genis-Laval (69204),"Voiture, camion, fourgonnette",45 à 49 ans,3.49,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1865,Ambérieu-en-Bugey (01004),Saint-Genis-Laval (69204),"Voiture, camion, fourgonnette",15 à 19 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1866,Ambérieu-en-Bugey (01004),Saint-Genis-Laval (69204),"Voiture, camion, fourgonnette",30 à 34 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1867,Ambérieu-en-Bugey (01004),Tassin-la-Demi-Lune (69244),"Voiture, camion, fourgonnette",20 à 24 ans,5.0,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1868,Ambérieu-en-Bugey (01004),Vaulx-en-Velin (69256),Transports en commun,30 à 34 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1869,Ambérieu-en-Bugey (01004),Vaulx-en-Velin (69256),"Voiture, camion, fourgonnette",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1870,Ambérieu-en-Bugey (01004),Vaulx-en-Velin (69256),"Voiture, camion, fourgonnette",35 à 39 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1872,Ambérieu-en-Bugey (01004),Vaulx-en-Velin (69256),"Voiture, camion, fourgonnette",30 à 34 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1874,Ambérieu-en-Bugey (01004),Vaulx-en-Velin (69256),"Voiture, camion, fourgonnette",40 à 44 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1875,Ambérieu-en-Bugey (01004),Vaulx-en-Velin (69256),Transports en commun,20 à 24 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1876,Ambérieu-en-Bugey (01004),Vénissieux (69259),Transports en commun,25 à 29 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1877,Ambérieu-en-Bugey (01004),Vénissieux (69259),"Voiture, camion, fourgonnette",40 à 44 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1878,Ambérieu-en-Bugey (01004),Vénissieux (69259),"Voiture, camion, fourgonnette",20 à 24 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1879,Ambérieu-en-Bugey (01004),Vénissieux (69259),"Voiture, camion, fourgonnette",40 à 44 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1880,Ambérieu-en-Bugey (01004),Villefranche-sur-Saône (69264),"Voiture, camion, fourgonnette",20 à 24 ans,3.49,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1881,Ambérieu-en-Bugey (01004),Villefranche-sur-Saône (69264),"Voiture, camion, fourgonnette",50 à 54 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1882,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1883,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Deux-roues motorisé,40 à 44 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1884,Ambérieu-en-Bugey (01004),Villeurbanne (69266),"Voiture, camion, fourgonnette",45 à 49 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1885,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,35 à 39 ans,5.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1886,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1887,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,50 à 54 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1888,Ambérieu-en-Bugey (01004),Villeurbanne (69266),"Voiture, camion, fourgonnette",50 à 54 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1889,Ambérieu-en-Bugey (01004),Villeurbanne (69266),"Voiture, camion, fourgonnette",35 à 39 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1890,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,30 à 34 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1891,Ambérieu-en-Bugey (01004),Villeurbanne (69266),"Voiture, camion, fourgonnette",60 à 64 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1893,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,40 à 44 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1895,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,40 à 44 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1897,Ambérieu-en-Bugey (01004),Villeurbanne (69266),"Voiture, camion, fourgonnette",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1898,Ambérieu-en-Bugey (01004),Villeurbanne (69266),"Voiture, camion, fourgonnette",20 à 24 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1899,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,50 à 54 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1900,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,40 à 44 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1902,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,35 à 39 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1904,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,40 à 44 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1905,Ambérieu-en-Bugey (01004),Villeurbanne (69266),"Marche à pied (ou rollers, patinette)",20 à 24 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1906,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,55 à 59 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1907,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,45 à 49 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1908,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,15 à 19 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1909,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,50 à 54 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1910,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,30 à 34 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1911,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,40 à 44 ans,3.52,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1912,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,50 à 54 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1913,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,60 à 64 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1914,Ambérieu-en-Bugey (01004),Villeurbanne (69266),Transports en commun,45 à 49 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1915,Ambérieu-en-Bugey (01004),Villeurbanne (69266),"Voiture, camion, fourgonnette",20 à 24 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1916,Ambérieu-en-Bugey (01004),Chaponnay (69270),"Voiture, camion, fourgonnette",30 à 34 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1917,Ambérieu-en-Bugey (01004),Chassieu (69271),"Voiture, camion, fourgonnette",20 à 24 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1918,Ambérieu-en-Bugey (01004),Chassieu (69271),"Voiture, camion, fourgonnette",40 à 44 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1919,Ambérieu-en-Bugey (01004),Corbas (69273),"Voiture, camion, fourgonnette",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1920,Ambérieu-en-Bugey (01004),Corbas (69273),"Voiture, camion, fourgonnette",50 à 54 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1922,Ambérieu-en-Bugey (01004),Corbas (69273),"Voiture, camion, fourgonnette",40 à 44 ans,3.49,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1923,Ambérieu-en-Bugey (01004),Décines-Charpieu (69275),"Voiture, camion, fourgonnette",25 à 29 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1924,Ambérieu-en-Bugey (01004),Genas (69277),"Voiture, camion, fourgonnette",35 à 39 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1925,Ambérieu-en-Bugey (01004),Jonage (69279),"Voiture, camion, fourgonnette",40 à 44 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1926,Ambérieu-en-Bugey (01004),Jonage (69279),"Voiture, camion, fourgonnette",45 à 49 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1927,Ambérieu-en-Bugey (01004),Marennes (69281),"Voiture, camion, fourgonnette",20 à 24 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1928,Ambérieu-en-Bugey (01004),Meyzieu (69282),"Voiture, camion, fourgonnette",55 à 59 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1929,Ambérieu-en-Bugey (01004),Pusignan (69285),"Voiture, camion, fourgonnette",20 à 24 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1930,Ambérieu-en-Bugey (01004),Rillieux-la-Pape (69286),"Voiture, camion, fourgonnette",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1931,Ambérieu-en-Bugey (01004),Rillieux-la-Pape (69286),"Voiture, camion, fourgonnette",30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1932,Ambérieu-en-Bugey (01004),Rillieux-la-Pape (69286),"Voiture, camion, fourgonnette",55 à 59 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1933,Ambérieu-en-Bugey (01004),Saint-Bonnet-de-Mure (69287),"Voiture, camion, fourgonnette",50 à 54 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1934,Ambérieu-en-Bugey (01004),Saint-Bonnet-de-Mure (69287),"Voiture, camion, fourgonnette",55 à 59 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1935,Ambérieu-en-Bugey (01004),Saint-Pierre-de-Chandieu (69289),"Voiture, camion, fourgonnette",50 à 54 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1936,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",50 à 54 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1937,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",55 à 59 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1938,Ambérieu-en-Bugey (01004),Saint-Priest (69290),Transports en commun,20 à 24 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1939,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",20 à 24 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1940,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",30 à 34 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1942,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",50 à 54 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1943,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",25 à 29 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1944,Ambérieu-en-Bugey (01004),Saint-Priest (69290),Transports en commun,35 à 39 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1946,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",50 à 54 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1947,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",45 à 49 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1948,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",40 à 44 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1949,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",40 à 44 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1950,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",20 à 24 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1951,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",50 à 54 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1952,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",50 à 54 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1953,Ambérieu-en-Bugey (01004),Saint-Priest (69290),"Voiture, camion, fourgonnette",30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1956,Ambérieu-en-Bugey (01004),Sathonay-Camp (69292),Transports en commun,30 à 34 ans,5.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1957,Ambérieu-en-Bugey (01004),Colombier-Saugnieu (69299),"Voiture, camion, fourgonnette",40 à 44 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1958,Ambérieu-en-Bugey (01004),Colombier-Saugnieu (69299),"Voiture, camion, fourgonnette",40 à 44 ans,5.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1959,Ambérieu-en-Bugey (01004),Colombier-Saugnieu (69299),"Voiture, camion, fourgonnette",55 à 59 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1960,Ambérieu-en-Bugey (01004),Colombier-Saugnieu (69299),"Voiture, camion, fourgonnette",25 à 29 ans,3.49,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1961,Ambérieu-en-Bugey (01004),Colombier-Saugnieu (69299),"Voiture, camion, fourgonnette",50 à 54 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1962,Ambérieu-en-Bugey (01004),Colombier-Saugnieu (69299),Transports en commun,40 à 44 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1963,Ambérieu-en-Bugey (01004),Lyon 1er Arrondissement (69381),"Voiture, camion, fourgonnette",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1964,Ambérieu-en-Bugey (01004),Lyon 1er Arrondissement (69381),"Voiture, camion, fourgonnette",45 à 49 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1965,Ambérieu-en-Bugey (01004),Lyon 1er Arrondissement (69381),"Voiture, camion, fourgonnette",25 à 29 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1966,Ambérieu-en-Bugey (01004),Lyon 1er Arrondissement (69381),"Voiture, camion, fourgonnette",50 à 54 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1967,Ambérieu-en-Bugey (01004),Lyon 1er Arrondissement (69381),Transports en commun,15 à 19 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1968,Ambérieu-en-Bugey (01004),Lyon 1er Arrondissement (69381),Transports en commun,60 à 64 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1969,Ambérieu-en-Bugey (01004),Lyon 1er Arrondissement (69381),Transports en commun,45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1970,Ambérieu-en-Bugey (01004),Lyon 1er Arrondissement (69381),"Voiture, camion, fourgonnette",55 à 59 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1971,Ambérieu-en-Bugey (01004),Lyon 1er Arrondissement (69381),"Voiture, camion, fourgonnette",40 à 44 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1972,Ambérieu-en-Bugey (01004),Lyon 1er Arrondissement (69381),"Voiture, camion, fourgonnette",30 à 34 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1973,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),"Voiture, camion, fourgonnette",20 à 24 ans,5.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1974,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),"Voiture, camion, fourgonnette",25 à 29 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1975,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,50 à 54 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1976,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),"Voiture, camion, fourgonnette",40 à 44 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1977,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,25 à 29 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
